candidate,spring_count,quick_feasible,minimum_spring_spacing_m,authority_score,residual_mean_n,residual_max_n,path
130,56,False,0.013446973636746407,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0130_56s.json
131,56,True,0.053654663264751434,51.06686782836914,0.05784767121076584,0.08986302465200424,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0131_56s.json
132,56,True,0.05296787619590759,50.6092643737793,4.418570041656494,56.7704963684082,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0132_56s.json
133,56,False,0.027788853272795677,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0133_56s.json
134,56,False,0.02140713296830654,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0134_56s.json
135,56,False,0.007430956233292818,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0135_56s.json
136,56,False,0.04169994965195656,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0136_56s.json
137,56,False,0.0015994008863344789,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0137_56s.json
138,56,False,0.035434920340776443,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0138_56s.json
139,56,False,0.0016434203134849668,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0139_56s.json
140,56,False,0.010176978074014187,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0140_56s.json
141,56,False,0.0001388968958053738,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0141_56s.json
142,56,False,0.006026283372193575,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0142_56s.json
143,56,False,0.005565891042351723,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0143_56s.json
144,56,False,0.022764338180422783,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0144_56s.json
145,56,False,0.00805817823857069,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0145_56s.json
146,56,True,0.06825621426105499,46.91641616821289,0.06340521574020386,0.13244855403900146,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0146_56s.json
147,56,False,0.004032861441373825,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0147_56s.json
148,56,False,0.040875934064388275,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0148_56s.json
149,56,False,0.018690485507249832,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0149_56s.json
150,64,False,0.0033059013076126575,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0150_64s.json
151,64,False,0.005050451960414648,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0151_64s.json
152,64,False,0.015485635958611965,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0152_64s.json
153,64,False,0.020166631788015366,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0153_64s.json
154,64,False,0.006339350715279579,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0154_64s.json
155,64,False,0.007736101280897856,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0155_64s.json
156,64,False,0.005985545460134745,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0156_64s.json
157,64,False,0.03419265151023865,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0157_64s.json
